name,identifier,parentIdentifier,experiment,link,sensor_name,sensor_type,isBundle,isDataset,isProject,isVisible,durationFacet,locationFacet,dataTypeFacet,categoryFacet,collectionFacet
2022-OpenCalls-Thessaloniki-Batterycharge,006.AAAI.AAK.BU,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Batterycharge,Battery Charge,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Bluetooth,006.AAAI.AAK.AK,006.AAAI.AAK.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Bluetooth,Bluetooth,Connectivity,False,True,False,True,1 month,Greece,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Bluetooth Low Energy,006.AAAI.AAK.AL,006.AAAI.AAK.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Bluetooth%20Low%20Energy,Bluetooth Low Energy,Connectivity,False,True,False,True,1 month,Greece,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Cellular Network,006.AAAI.AAK.AM,006.AAAI.AAK.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Cellular%20Network,Cellular Network,Connectivity,False,True,False,True,1 month,Greece,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Contribution Answers,006.AAAI.AAK.AB,006.AAAI.AAK.AB-AC,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Contribution%20Answers,Contribution Answers,,False,True,False,True,1 month,Greece,Diachronic-Interactions,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Contribution Questions,006.AAAI.AAK.AC,006.AAAI.AAK.AB-AC,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Contribution%20Questions,Contribution Questions,,False,True,False,True,1 month,Greece,Diachronic-Interactions,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Doze,006.AAAI.AAK.BV,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Doze,Doze,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Gyroscope,006.AAAI.AAK.BB,006.AAAI.AAK.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Gyroscope,Gyroscope,Motion,False,True,False,True,1 month,Greece,Motion,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Headset Plug,006.AAAI.AAK.AH,006.AAAI.AAK.AG-AH-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Headset%20Plug,Headset Plug,App-usage,False,True,False,True,1 month,Greece,App-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Light,006.AAAI.AAK.AR,006.AAAI.AAK.AS-AR,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Light,Light,Environment,False,True,False,True,1 month,Greece,Environment,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Location RD,006.AAAI.AAK.BO,006.AAAI.AAK.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Location%20RD,Location RD,Position,False,True,False,True,1 month,Greece,Position,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Magnetic Field,006.AAAI.AAK.BP,006.AAAI.AAK.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Magnetic%20Field,Magnetic Field,Position,False,True,False,True,1 month,Greece,Position,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Music,006.AAAI.AAK.AI,006.AAAI.AAK.AG-AH-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Music,Music,App-usage,False,True,False,True,1 month,Greece,App-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Notification,006.AAAI.AAK.AJ,006.AAAI.AAK.AG-AH-AI-AJ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Notification,Notification,App-usage,False,True,False,True,1 month,Greece,App-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Pressure,006.AAAI.AAK.AS,006.AAAI.AAK.AS-AR,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Pressure,Pressure,Environment,False,True,False,True,1 month,Greece,Environment,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Proximity,006.AAAI.AAK.BR,006.AAAI.AAK.BR-BP-BO,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Proximity,Proximity,Position,False,True,False,True,1 month,Greece,Position,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Ring Mode,006.AAAI.AAK.BW,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Screen,006.AAAI.AAK.BX,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Screen,Screen,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Step Counter,006.AAAI.AAK.BH,006.AAAI.AAK.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Step%20Counter,Step Counter,Motion,False,True,False,True,1 month,Greece,Motion,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Step Detector,006.AAAI.AAK.BI,006.AAAI.AAK.AY-BF-BH-BI-BB,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Step%20Detector,Step Detector,Motion,False,True,False,True,1 month,Greece,Motion,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Touch,006.AAAI.AAK.BY,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Touch,Touch,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-User Presence,006.AAAI.AAK.BZ,006.AAAI.AAK.BS-BV-BW-BX-BY-BU-BT-BZ,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-User%20Presence,User Presence,Device-usage,False,True,False,True,1 month,Greece,Device-usage,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Wifi,006.AAAI.AAK.AN,006.AAAI.AAK.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Wifi,Wifi,Connectivity,False,True,False,True,1 month,Greece,Connectivity,Dataset,OpenCalls
2022-OpenCalls-Thessaloniki-Wifi Networks,006.AAAI.AAK.AO,006.AAAI.AAK.AM-AO-AN-AK-AL,OpenCalls,https://datascientiafoundation.github.io/LivePeople/datasets/2022-OpenCalls-Thessaloniki-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,1 month,Greece,Connectivity,Dataset,OpenCalls
2023-Skel-Trento-Accelerometer,008.AAAQ.AAA.AY,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Accelerometer,Accelerometer,Motion,False,True,False,False,2-6 months,Italy,Motion,Dataset,Skel
2023-Skel-Trento-Battery Charge,008.AAAQ.AAA.BT,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Battery%20Charge,Battery Charge,Device-usage,False,True,False,False,2-6 months,Italy,Device-usage,Dataset,Skel
2023-Skel-Trento-Bluetooth,008.AAAQ.AAA.AK,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Bluetooth,Bluetooth,Connectivity,False,True,False,False,2-6 months,Italy,Connectivity,Dataset,Skel
2023-Skel-Trento-Location,008.AAAQ.AAA.BM,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Location,Location,Position,False,True,False,False,2-6 months,Italy,Position,Dataset,Skel
2023-Skel-Trento-Orientation,008.AAAQ.AAA.BQ,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Orientation,Orientation,Position,False,True,False,False,2-6 months,Italy,Position,Dataset,Skel
2023-Skel-Trento-Proximity,008.AAAQ.AAA.BR,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Proximity,Proximity,Position,False,True,False,False,2-6 months,Italy,Position,Dataset,Skel
2023-Skel-Trento-Step Detector,008.AAAQ.AAA.BI,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Step%20Detector,Step Detector,Motion,False,True,False,False,2-6 months,Italy,Motion,Dataset,Skel
2023-Skel-Trento-Wifi,008.AAAQ.AAA.AN,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Wifi,Wifi,Connectivity,False,True,False,False,2-6 months,Italy,Connectivity,Dataset,Skel
2023-Skel-Trento-Wifi Networks,008.AAAQ.AAA.AO,,Skel,https://datascientiafoundation.github.io/LivePeople/datasets/2023-Skel-Trento-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,False,2-6 months,Italy,Connectivity,Dataset,Skel
2024-Makerere-Kampala-Accelerometer,007.AAAN.AAN.AY,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Accelerometer,Accelerometer,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Accelerometer Uncalibrated,007.AAAN.AAN.AZ,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Accelerometer%20Uncalibrated,Accelerometer Uncalibrated,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Activities,007.AAAN.AAN.BF,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Activities,Activities,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Airplane Mode,007.AAAN.AAN.BS,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Airplane%20Mode,Airplane Mode,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Application,007.AAAN.AAN.AG,007.AAAN.AAN.AG-AH-AI-AJ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Application,Application,App-usage,False,True,False,True,2-6 months,Uganda,App-usage,Dataset,Makerere
2024-Makerere-Kampala-Battery Charge,007.AAAN.AAN.BT,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Battery%20Charge,Battery Charge,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Battery Monitoring Log,007.AAAN.AAN.BU,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Battery%20Monitoring%20Log,Battery Monitoring Log,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Bluetooth,007.AAAN.AAN.AK,007.AAAN.AAN.AM-AO-AN-AK,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Bluetooth,Bluetooth,Connectivity,False,True,False,True,2-6 months,Uganda,Connectivity,Dataset,Makerere
2024-Makerere-Kampala-Cellular Network,007.AAAN.AAN.AM,007.AAAN.AAN.AM-AO-AN-AK,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Cellular%20Network,Cellular Network,Connectivity,False,True,False,True,2-6 months,Uganda,Connectivity,Dataset,Makerere
2024-Makerere-Kampala-Contribution Answers,007.AAAN.AAN.AB,007.AAAN.AAN.AB,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Contribution%20Answers,Contribution Answers,,False,True,False,True,2-6 months,Uganda,Diachronic-Interactions,Dataset,Makerere
2024-Makerere-Kampala-Doze,007.AAAN.AAN.BV,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Doze,Doze,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Geomagnetic Rotation Vector,007.AAAN.AAN.BK,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Geomagnetic%20Rotation%20Vector,Geomagnetic Rotation Vector,Inertial,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Gravity,007.AAAN.AAN.BA,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Gravity,Gravity,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Gyroscope,007.AAAN.AAN.BB,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Gyroscope,Gyroscope,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Gyroscope Uncalibrated,007.AAAN.AAN.BC,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Gyroscope%20Uncalibrated,Gyroscope Uncalibrated,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Headset Plug,007.AAAN.AAN.AH,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Headset%20Plug,Headset Plug,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Light,007.AAAN.AAN.AR,007.AAAN.AAN.AS-AR,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Light,Light,Environment,False,True,False,True,2-6 months,Uganda,Environment,Dataset,Makerere
2024-Makerere-Kampala-Location,007.AAAN.AAN.BM,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Location,Location,Position,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Magnetic Field,007.AAAN.AAN.BP,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Magnetic%20Field,Magnetic Field,Position,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Magnetic Field Uncalibrated,007.AAAN.AAN.BL,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Magnetic%20Field%20Uncalibrated,Magnetic Field Uncalibrated,Position,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Music,007.AAAN.AAN.AI,007.AAAN.AAN.AG-AH-AI-AJ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Music,Music,App-usage,False,True,False,True,2-6 months,Uganda,App-usage,Dataset,Makerere
2024-Makerere-Kampala-Notification,007.AAAN.AAN.AJ,007.AAAN.AAN.AG-AH-AI-AJ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Notification,Notification,App-usage,False,True,False,True,2-6 months,Uganda,App-usage,Dataset,Makerere
2024-Makerere-Kampala-Orientation,007.AAAN.AAN.BQ,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Orientation,Orientation,Position,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Pressure,007.AAAN.AAN.AS,007.AAAN.AAN.AS-AR,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Pressure,Pressure,Environment,False,True,False,True,2-6 months,Uganda,Environment,Dataset,Makerere
2024-Makerere-Kampala-Proximity,007.AAAN.AAN.BR,007.AAAN.AAN.BR-BP-BL-BM-BQ,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Proximity,Proximity,Position,False,True,False,True,2-6 months,Uganda,Position,Dataset,Makerere
2024-Makerere-Kampala-Questionnaire,007.AAAN.AAN.AA,007.AAAN.AAN.AA,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Questionnaire,Questionnaire,,False,True,False,True,2-6 months,Uganda,Synchronic-Interactions,Dataset,Makerere
2024-Makerere-Kampala-Ring Mode,007.AAAN.AAN.BW,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Ring%20Mode,Ring Mode,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Rotation Vector,007.AAAN.AAN.BG,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Rotation%20Vector,Rotation Vector,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Screen,007.AAAN.AAN.BX,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Screen,Screen,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Step Counter,007.AAAN.AAN.BH,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Step%20Counter,Step Counter,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Step Detector,007.AAAN.AAN.BI,007.AAAN.AAN.AY-AZ-BF-BH-BI-BB-BC-BG,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Step%20Detector,Step Detector,Motion,False,True,False,True,2-6 months,Uganda,Motion,Dataset,Makerere
2024-Makerere-Kampala-Touch,007.AAAN.AAN.BY,007.AAAN.AAN.BS-BV-BW-BX-BY-BT-BU,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Touch,Touch,Device-usage,False,True,False,True,2-6 months,Uganda,Device-usage,Dataset,Makerere
2024-Makerere-Kampala-Wifi,007.AAAN.AAN.AN,007.AAAN.AAN.AM-AO-AN-AK,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Wifi,Wifi,Connectivity,False,True,False,True,2-6 months,Uganda,Connectivity,Dataset,Makerere
2024-Makerere-Kampala-Wifi Networks,007.AAAN.AAN.AO,007.AAAN.AAN.AM-AO-AN-AK,Makerere,https://datascientiafoundation.github.io/LivePeople/datasets/2024-Makerere-Kampala-Wifi%20Networks,Wifi Networks,Connectivity,False,True,False,True,2-6 months,Uganda,Connectivity,Dataset,Makerere
2024-SmartUnitn2 OSM Big Thick Data-Trento-Time Diaries,007.AAAP.AAA.AC,007.AAAP.AAA.AC,SmartUnitn2 OSM Big Thick Data,https://datascientiafoundation.github.io/LivePeople/datasets/2024-SmartUnitn2%20OSM%20Big%20Thick%20Data-Trento-Time%20Diaries,Time Diaries,,False,True,False,True,2-6 months,Italy,Diachronic-Interactions,Dataset,SmartUnitn2OSM
2018-SmartUnitn2-Trento-App-usage,002.AAAB.AAA.AG-AH-AI-AJ,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-App-usage,,,True,False,False,True,1 month,Italy,App-usage,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Connectivity,002.AAAB.AAA.AM-AO-AN,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Connectivity,,,True,False,False,True,1 month,Italy,Connectivity,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Device-usage,002.AAAB.AAA.BS-BV-BW-BX-BY-BT,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Device-usage,,,True,False,False,True,1 month,Italy,Device-usage,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Diachronic-Interactions,002.AAAB.AAA.AC,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Diachronic-Interactions,,,True,False,False,True,1 month,Italy,Diachronic-Interactions,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Environment,002.AAAB.AAA.AS-AT-AR,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Environment,,,True,False,False,True,1 month,Italy,Environment,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Motion,002.AAAB.AAA.BA-BG-BD-AY-BB,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Motion,,,True,False,False,True,1 month,Italy,Motion,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Position,002.AAAB.AAA.BR-BQ-BM,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Position,,,True,False,False,True,1 month,Italy,Position,Dataset Bundle,SmartUnitn2
2018-SmartUnitn2-Trento-Synchronic-Interactions,002.AAAB.AAA.AA,002.AAAB.AAA.**,SmartUnitn2,https://datascientiafoundation.github.io/LivePeople/datasets/2018-SmartUnitn2-Trento-Synchronic-Interactions,,,True,False,False,True,1 month,Italy,Synchronic-Interactions,Dataset Bundle,SmartUnitn2
2019-QROWD-Trento-Motion,003.AAAC.AAA.AY-BF,003.AAAC.AAA.**,QROWD,https://datascientiafoundation.github.io/LivePeople/datasets/2019-QROWD-Trento-Motion,,,True,False,False,True,1 month,Italy,Motion,Dataset Bundle,QROWD
2019-QROWD-Trento-Position,003.AAAC.AAA.BB-BN-BN,003.AAAC.AAA.**,QROWD,https://datascientiafoundation.github.io/LivePeople/datasets/2019-QROWD-Trento-Position,,,True,False,False,True,1 month,Italy,Position,Dataset Bundle,QROWD
2020-DiversityOne-Amrita-App-usage,004.AAAD.AAG.AG-AH-AI-AJ,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-App-usage,,,True,False,False,True,2-6 months,India,App-usage,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Connectivity,004.AAAD.AAG.AM-AO-AN-AK,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Connectivity,,,True,False,False,True,2-6 months,India,Connectivity,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Daily annotations & Location,004.AAAD.AAG.BN-BO,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Daily%20annotations%20%26%20Location,,,True,False,False,True,2-6 months,India,Daily annotations & Location,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Device-usage,004.AAAD.AAG.BS-BV-BW-BX-BY-BU-BT-BZ,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Device-usage,,,True,False,False,True,2-6 months,India,Device-usage,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Diachronic-Interactions,004.AAAD.AAG.AB,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Diachronic-Interactions,,,True,False,False,True,2-6 months,India,Diachronic-Interactions,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Environment,004.AAAD.AAG.AS-AR,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Environment,,,True,False,False,True,2-6 months,India,Environment,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Motion,004.AAAD.AAG.AY-BF-BH-BI,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Motion,,,True,False,False,True,2-6 months,India,Motion,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Position,004.AAAD.AAG.BR-BP-BN-BO,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Position,,,True,False,False,True,2-6 months,India,Position,Dataset Bundle,DiversityOne
2020-DiversityOne-Amrita-Synchronic-Interactions,004.AAAD.AAG.AA,004.AAAD.AAG.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Amrita-Synchronic-Interactions,,,True,False,False,True,2-6 months,India,Synchronic-Interactions,Dataset Bundle,DiversityOne
2020-DiversityOne-Asunción-App-usage,004.AAAD.AAD.AG-AH-AI-AJ,004.AAAD.AAD.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Asunci%C3%B3n-App-usage,,,True,False,False,True,2-6 months,Paraguay,App-usage,Dataset Bundle,DiversityOne
2020-DiversityOne-Asunción-Connectivity,004.AAAD.AAD.AM-AO-AN-AK,004.AAAD.AAD.**,DiversityOne,https://datascientiafoundation.github.io/LivePeople/datasets/2020-DiversityOne-Asunci%C3%B3n-Connectivity,,,True,False,False,True,2-6 months,Paraguay,Connectivity,Dataset Bundle,DiversityOne
