dataset_name,identifier,directory
2020-DiversityOne-Trento-Bluetooth,004.AAAD.AAA.CE,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2020-DiversityOne-Trento-Cellular Network,004.AAAD.AAA.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-Trento-Doze,004.AAAD.AAA.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/doze.parquet
2020-DiversityOne-Trento-Gyroscope,004.AAAD.AAA.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-Trento-Headset Plug,004.AAAD.AAA.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-Trento-Light,004.AAAD.AAA.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Environment/light.parquet
2020-DiversityOne-Trento-Location POI,004.AAAD.AAA.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Position/location_poi.parquet
2020-DiversityOne-Trento-Location RD,004.AAAD.AAA.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Position/location_rd.parquet
2020-DiversityOne-Trento-Magnetic Field,004.AAAD.AAA.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Position/magneticfield.parquet
2020-DiversityOne-Trento-Music,004.AAAD.AAA.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/App-usage/music.parquet
2020-DiversityOne-Trento-Notification,004.AAAD.AAA.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/App-usage/notification.parquet
2020-DiversityOne-Trento-Pressure,004.AAAD.AAA.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Environment/pressure.parquet
2020-DiversityOne-Trento-Proximity,004.AAAD.AAA.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Position/proximity.parquet
2020-DiversityOne-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-Trento-Questionnaire Diversity A,004.AAAD.AAA.AA.1,
2020-DiversityOne-Trento-Questionnaire Diversity B,004.AAAD.AAA.AA.2,
2020-DiversityOne-Trento-Questionnaire Diversity C,004.AAAD.AAA.AA.3,
2020-DiversityOne-Trento-Ring Mode,004.AAAD.AAA.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-Trento-Screen,004.AAAD.AAA.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/screen.parquet
2020-DiversityOne-Trento-Step Counter,004.AAAD.AAA.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-Trento-Step Detector,004.AAAD.AAA.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-Trento-Time Diaries,004.AAAD.AAA.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-Trento-Touch,004.AAAD.AAA.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/touch.parquet
2020-DiversityOne-Trento-User Presence,004.AAAD.AAA.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-Trento-Wifi,004.AAAD.AAA.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-Trento-Wifi Networks,004.AAAD.AAA.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Trento_IT/Sensors/Connectivity/wifinetworks.parquet
2020-DiversityOne-Ulaanbaatar-Accelerometer,004.AAAD.AAB.AY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/accelerometer.parquet
2020-DiversityOne-Ulaanbaatar-Activities,004.AAAD.AAB.CF,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/activities.parquet
2020-DiversityOne-Ulaanbaatar-Airplane Mode,004.AAAD.AAB.BS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/airplanemode.parquet
2020-DiversityOne-Ulaanbaatar-Application,004.AAAD.AAB.AG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/application.parquet
2020-DiversityOne-Ulaanbaatar-Battery Charge,004.AAAD.AAB.BT,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/batterycharge.parquet
2020-DiversityOne-Ulaanbaatar-Battery Monitoring Log,004.AAAD.AAB.BU,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/batterymonitoringlog.parquet
2020-DiversityOne-Ulaanbaatar-Bluetooth,004.AAAD.AAB.CE,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/bluetooth.parquet
2020-DiversityOne-Ulaanbaatar-Cellular Network,004.AAAD.AAB.AM,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/cellularnetwork.parquet
2020-DiversityOne-Ulaanbaatar-Doze,004.AAAD.AAB.BV,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/doze.parquet
2020-DiversityOne-Ulaanbaatar-Gyroscope,004.AAAD.AAB.BB,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/gyroscope.parquet
2020-DiversityOne-Ulaanbaatar-Headset Plug,004.AAAD.AAB.AH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/headsetplug.parquet
2020-DiversityOne-Ulaanbaatar-Light,004.AAAD.AAB.AR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Environment/light.parquet
2020-DiversityOne-Ulaanbaatar-Location POI,004.AAAD.AAB.CC,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_poi.parquet
2020-DiversityOne-Ulaanbaatar-Location RD,004.AAAD.AAB.CD,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_rd.parquet
2020-DiversityOne-Ulaanbaatar-Magnetic Field,004.AAAD.AAB.BP,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/magneticfield.parquet
2020-DiversityOne-Ulaanbaatar-Music,004.AAAD.AAB.AI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/music.parquet
2020-DiversityOne-Ulaanbaatar-Notification,004.AAAD.AAB.AJ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/notification.parquet
2020-DiversityOne-Ulaanbaatar-Pressure,004.AAAD.AAB.AS,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Environment/pressure.parquet
2020-DiversityOne-Ulaanbaatar-Proximity,004.AAAD.AAB.BR,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/proximity.parquet
2020-DiversityOne-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey2.parquet
2020-DiversityOne-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey1.parquet
2020-DiversityOne-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey3.parquet
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity A,004.AAAD.AAB.AA.1,
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity B,004.AAAD.AAB.AA.2,
2020-DiversityOne-Ulaanbaatar-Questionnaire Diversity C,004.AAAD.AAB.AA.3,
2020-DiversityOne-Ulaanbaatar-Ring Mode,004.AAAD.AAB.BW,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/ringmode.parquet
2020-DiversityOne-Ulaanbaatar-Screen,004.AAAD.AAB.BX,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/screen.parquet
2020-DiversityOne-Ulaanbaatar-Step Counter,004.AAAD.AAB.BH,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepcounter.parquet
2020-DiversityOne-Ulaanbaatar-Step Detector,004.AAAD.AAB.BI,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepdetector.parquet
2020-DiversityOne-Ulaanbaatar-Time Diaries,004.AAAD.AAB.CG,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/timediaries.parquet
2020-DiversityOne-Ulaanbaatar-Touch,004.AAAD.AAB.BY,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/touch.parquet
2020-DiversityOne-Ulaanbaatar-User Presence,004.AAAD.AAB.BZ,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Device-usage/userpresence.parquet
2020-DiversityOne-Ulaanbaatar-Wifi,004.AAAD.AAB.AN,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/wifi.parquet
2020-DiversityOne-Ulaanbaatar-Wifi Networks,004.AAAD.AAB.AO,/datascientia_repository/CREP/Collection/2020.09.28-2021.08.15_Diversity1/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/wifinetworks.parquet
2020-QROWD-Trento-None,Unknown,/datascientia_repository/CREP/Collection/2020.07.09-2020.07.09_QROWD/Location/Site_Trento_IT/Bundled/big_poi/2019-Qrowd2-poi/profile.parquet
2021-ChatApplication1-Asunción-Activities,005.AAAE.AAD.CF,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Motion/activitiespertime.parquet
2021-ChatApplication1-Asunción-Application,005.AAAE.AAD.AG,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/App-usage/application.parquet
2021-ChatApplication1-Asunción-Bluetooth,005.AAAE.AAD.CE,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Connectivity/bluetooth.parquet
2021-ChatApplication1-Asunción-Chat,005.AAAE.AAD.CA,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Diachronic-Interactions/chat.parquet
2021-ChatApplication1-Asunción-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Position/location_poi.parquet
2021-ChatApplication1-Asunción-Location RD,005.AAAE.AAD.CD,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Position/location_rd.parquet
2021-ChatApplication1-Asunción-Notification,005.AAAE.AAD.AJ,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/App-usage/notification.parquet
2021-ChatApplication1-Asunción-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Synchronic-Interactions/survey.parquet
2021-ChatApplication1-Asunción-Questionnaire Exit Survey,005.AAAE.AAD.AA,
2021-ChatApplication1-Asunción-Step Counter,005.AAAE.AAD.BH,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Motion/stepcounter.parquet
2021-ChatApplication1-Asunción-Step Detector,005.AAAE.AAD.BI,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Asuncion_PY/Sensors/Motion/stepdetector.parquet
2021-ChatApplication1-Copenhagen-Activities,005.AAAE.AAC.CF,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/Motion/activitiespertime.parquet
2021-ChatApplication1-Copenhagen-Application,005.AAAE.AAC.AG,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/App-usage/application.parquet
2021-ChatApplication1-Copenhagen-Bluetooth,005.AAAE.AAC.CE,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/Connectivity/bluetooth.parquet
2021-ChatApplication1-Copenhagen-Chat,005.AAAE.AAC.CA,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Diachronic-Interactions/chat.parquet
2021-ChatApplication1-Copenhagen-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/Position/location_poi.parquet
2021-ChatApplication1-Copenhagen-Location RD,005.AAAE.AAC.CD,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/Position/location_rd.parquet
2021-ChatApplication1-Copenhagen-Notification,005.AAAE.AAC.AJ,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Sensors/App-usage/notification.parquet
2021-ChatApplication1-Copenhagen-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Copenhagen_DK/Synchronic-Interactions/survey.parquet
2021-ChatApplication1-Copenhagen-Questionnaire Exit Survey,005.AAAE.AAC.AA,
2021-ChatApplication1-London-Activities,005.AAAE.AAE.CF,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Motion/activitiespertime.parquet
2021-ChatApplication1-London-Application,005.AAAE.AAE.AG,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/App-usage/application.parquet
2021-ChatApplication1-London-Bluetooth,005.AAAE.AAE.CE,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Connectivity/bluetooth.parquet
2021-ChatApplication1-London-Chat,005.AAAE.AAE.CA,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Diachronic-Interactions/chat.parquet
2021-ChatApplication1-London-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Position/location_poi.parquet
2021-ChatApplication1-London-Location RD,005.AAAE.AAE.CD,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Position/location_rd.parquet
2021-ChatApplication1-London-Notification,005.AAAE.AAE.AJ,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/App-usage/notification.parquet
2021-ChatApplication1-London-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Synchronic-Interactions/survey.parquet
2021-ChatApplication1-London-Questionnaire Exit Survey,005.AAAE.AAE.AA,
2021-ChatApplication1-London-Step Counter,005.AAAE.AAE.BH,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Motion/stepcounter.parquet
2021-ChatApplication1-London-Step Detector,005.AAAE.AAE.BI,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_London_UK/Sensors/Motion/stepdetector.parquet
2021-ChatApplication1-Trento-Activities,005.AAAE.AAA.CF,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Motion/activitiespertime.parquet
2021-ChatApplication1-Trento-Application,005.AAAE.AAA.AG,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/App-usage/application.parquet
2021-ChatApplication1-Trento-Bluetooth,005.AAAE.AAA.CE,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2021-ChatApplication1-Trento-Chat,005.AAAE.AAA.CA,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Diachronic-Interactions/chat.parquet
2021-ChatApplication1-Trento-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Position/location_poi.parquet
2021-ChatApplication1-Trento-Location RD,005.AAAE.AAA.CD,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Position/location_rd.parquet
2021-ChatApplication1-Trento-Notification,005.AAAE.AAA.AJ,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/App-usage/notification.parquet
2021-ChatApplication1-Trento-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Synchronic-Interactions/survey.parquet
2021-ChatApplication1-Trento-Questionnaire Exit Survey,005.AAAE.AAA.AA,
2021-ChatApplication1-Trento-Step Counter,005.AAAE.AAA.BH,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Motion/stepcounter.parquet
2021-ChatApplication1-Trento-Step Detector,005.AAAE.AAA.BI,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2021-ChatApplication1-Ulaanbaatar-Activities,005.AAAE.AAB.CF,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/activitiespertime.parquet
2021-ChatApplication1-Ulaanbaatar-Application,005.AAAE.AAB.AG,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/application.parquet
2021-ChatApplication1-Ulaanbaatar-Bluetooth,005.AAAE.AAB.CE,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Connectivity/bluetooth.parquet
2021-ChatApplication1-Ulaanbaatar-Chat,005.AAAE.AAB.CA,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Diachronic-Interactions/chat.parquet
2021-ChatApplication1-Ulaanbaatar-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_poi.parquet
2021-ChatApplication1-Ulaanbaatar-Location RD,005.AAAE.AAB.CD,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Position/location_rd.parquet
2021-ChatApplication1-Ulaanbaatar-Notification,005.AAAE.AAB.AJ,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/App-usage/notification.parquet
2021-ChatApplication1-Ulaanbaatar-Questionnaire,Unknown,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Synchronic-Interactions/survey.parquet
2021-ChatApplication1-Ulaanbaatar-Questionnaire Exit Survey,005.AAAE.AAB.AA,
2021-ChatApplication1-Ulaanbaatar-Step Counter,005.AAAE.AAB.BH,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepcounter.parquet
2021-ChatApplication1-Ulaanbaatar-Step Detector,005.AAAE.AAB.BI,/datascientia_repository/CREP/Collection/2021.03.12-2021.06.17_ChatApplication1/v3/Location/Site_Ulan-Bator_MN/Sensors/Motion/stepdetector.parquet
2021-ChatApplication2-Asunción-Chat,005.AAAG.AAD.CA,
2021-ChatApplication2-Asunción-Questionnaire Exit Survey,005.AAAG.AAD.AA,
2021-ChatApplication2-Copenhagen-Chat,005.AAAG.AAC.CA,
2021-ChatApplication2-Copenhagen-Questionnaire Exit Survey,005.AAAG.AAC.AA,
2021-ChatApplication2-London-Chat,005.AAAG.AAE.CA,
2021-ChatApplication2-London-Questionnaire Exit Survey,005.AAAG.AAE.AA,
2021-ChatApplication2-Trento-Activities,005.AAAG.AAA.CF,
2021-ChatApplication2-Trento-Application,005.AAAG.AAA.AG,
2021-ChatApplication2-Trento-Bluetooth,005.AAAG.AAA.CE,
2021-ChatApplication2-Trento-Chat,005.AAAG.AAA.CA,
2021-ChatApplication2-Trento-Location POI,005.AAAG.AAA.CC,
2021-ChatApplication2-Trento-Location RD,005.AAAG.AAA.CD,
2021-ChatApplication2-Trento-Notification,005.AAAG.AAA.AJ,
2021-ChatApplication2-Trento-Questionnaire Exit Survey,005.AAAG.AAA.AA,
2021-ChatApplication2-Trento-Step Counter,005.AAAG.AAA.BH,
2021-ChatApplication2-Trento-Step Detector,005.AAAG.AAA.BI,
2021-ChatApplication2-Ulaanbaatar-Chat,005.AAAG.AAB.CA,
2021-ChatApplication2-Ulaanbaatar-Questionnaire Exit Survey,005.AAAG.AAB.AA,
2021-Diversity2-Asunción-Accelerometer,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Motion/accelerometer.parquet
2021-Diversity2-Asunción-Activities,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Motion/activities.parquet
2021-Diversity2-Asunción-Airplane Mode,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/airplanemode.parquet
2021-Diversity2-Asunción-Application,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/App-usage/application.parquet
2021-Diversity2-Asunción-Battery Charge,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/batterycharge.parquet
2021-Diversity2-Asunción-Battery Monitoring Log,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/batterymonitoringlog.parquet
2021-Diversity2-Asunción-Bluetooth,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Connectivity/bluetooth.parquet
2021-Diversity2-Asunción-Cellular Network,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Connectivity/cellularnetwork.parquet
2021-Diversity2-Asunción-Doze,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Device-usage/doze.parquet
2021-Diversity2-Asunción-Gyroscope,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Motion/gyroscope.parquet
2021-Diversity2-Asunción-Headset Plug,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/App-usage/headsetplug.parquet
2021-Diversity2-Asunción-Light,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Environment/light.parquet
2021-Diversity2-Asunción-Location POI,Unknown,/datascientia_repository/CREP/Collection/2021.10.20-2021.11.21_Diversity2/v3/Location/Site_Asuncion_PY/Sensors/Position/location_poi.parquet
