dataset_name,identifier,directory
2022-OpenCalls-Thessaloniki-Doze,006.AAAI.AAK.BV,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/doze.parquet
2022-OpenCalls-Thessaloniki-Gyroscope,006.AAAI.AAK.BB,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Motion/gyroscope.parquet
2022-OpenCalls-Thessaloniki-Headset Plug,006.AAAI.AAK.AH,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/App-usage/headsetplug.parquet
2022-OpenCalls-Thessaloniki-Light,006.AAAI.AAK.AR,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Environment/light.parquet
2022-OpenCalls-Thessaloniki-Location RD,006.AAAI.AAK.CD,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Position/location.parquet
2022-OpenCalls-Thessaloniki-Magnetic Field,006.AAAI.AAK.BP,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Position/magneticfield.parquet
2022-OpenCalls-Thessaloniki-Music,006.AAAI.AAK.AI,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/App-usage/music.parquet
2022-OpenCalls-Thessaloniki-Notification,006.AAAI.AAK.AJ,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/App-usage/notification.parquet
2022-OpenCalls-Thessaloniki-Pressure,006.AAAI.AAK.AS,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Environment/pressure.parquet
2022-OpenCalls-Thessaloniki-Proximity,006.AAAI.AAK.BR,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Position/proximity.parquet
2022-OpenCalls-Thessaloniki-Ring Mode,006.AAAI.AAK.BW,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/ringmode.parquet
2022-OpenCalls-Thessaloniki-Screen,006.AAAI.AAK.BX,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/screen.parquet
2022-OpenCalls-Thessaloniki-Step Counter,006.AAAI.AAK.BH,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Motion/stepcounter.parquet
2022-OpenCalls-Thessaloniki-Step Detector,006.AAAI.AAK.BI,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Motion/stepdetector.parquet
2022-OpenCalls-Thessaloniki-Time Diaries,006.AAAI.AAK.CG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Diachronic-Interactions/timediariesanswers.parquet
2022-OpenCalls-Thessaloniki-Time Diaries,006.AAAI.AAK.CG,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Diachronic-Interactions/timediariesquestions.parquet
2022-OpenCalls-Thessaloniki-Touch,006.AAAI.AAK.BY,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/touch.parquet
2022-OpenCalls-Thessaloniki-User Presence,006.AAAI.AAK.BZ,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Device-usage/userpresence.parquet
2022-OpenCalls-Thessaloniki-Wifi,006.AAAI.AAK.AN,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Connectivity/wifi.parquet
2022-OpenCalls-Thessaloniki-Wifi Networks,006.AAAI.AAK.AO,/datascientia_repository/CREP/Collection/2022.06.07-2022.07.05_OC-UTH/v3/Location/Site_Thessaloniki_GR/Sensors/Connectivity/wifinetworks.parquet
2023-Skel-Trento-Accelerometer,008.AAAQ.AAA.AY,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Motion/accelerometer.parquet
2023-Skel-Trento-Battery Charge,008.AAAQ.AAA.BT,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Device-Usage/batterycharge.parquet
2023-Skel-Trento-Bluetooth,008.AAAQ.AAA.CE,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2023-Skel-Trento-Location RD,008.AAAQ.AAA.CD,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Position/location.parquet
2023-Skel-Trento-Orientation,008.AAAQ.AAA.BQ,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Position/orientation.parquet
2023-Skel-Trento-Proximity,008.AAAQ.AAA.BR,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Position/proximity.parquet
2023-Skel-Trento-Step Detector,008.AAAQ.AAA.BI,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2023-Skel-Trento-Wifi,008.AAAQ.AAA.AN,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Connectivity/wifi.parquet
2023-Skel-Trento-Wifi Networks,008.AAAQ.AAA.AO,/datascientia_repository/CREP/Collection/2023.05.12-2023.06.12_Skel/Location/Site_Trento_IT/Sensors/Connectivity/wifinetworks.parquet
2024-Makerere-Kampala-Accelerometer,007.AAAN.AAN.AY,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/accelerometer.parquet
2024-Makerere-Kampala-Accelerometer Uncalibrated,007.AAAN.AAN.AZ,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/accelerometeruncalibrated.parquet
2024-Makerere-Kampala-Activities,007.AAAN.AAN.CF,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/activities.parquet
2024-Makerere-Kampala-Airplane Mode,007.AAAN.AAN.BS,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/airplanemode.parquet
2024-Makerere-Kampala-Application,007.AAAN.AAN.AG,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/App-Usage/applications.parquet
2024-Makerere-Kampala-Battery Charge,007.AAAN.AAN.BT,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/batterycharge.parquet
2024-Makerere-Kampala-Battery Monitoring Log,007.AAAN.AAN.BU,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/batterylevel.parquet
2024-Makerere-Kampala-Bluetooth,007.AAAN.AAN.CE,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Connectivity/bluetooth.parquet
2024-Makerere-Kampala-Cellular Network,007.AAAN.AAN.AM,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Connectivity/cellularnetwork.parquet
2024-Makerere-Kampala-Doze,007.AAAN.AAN.BV,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/doze.parquet
2024-Makerere-Kampala-Geomagnetic Rotation Vector,007.AAAN.AAN.BK,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Inertial/geomagneticrotationvector.parquet
2024-Makerere-Kampala-Gravity,007.AAAN.AAN.BA,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/gravity.parquet
2024-Makerere-Kampala-Gyroscope,007.AAAN.AAN.BB,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/gyroscope.parquet
2024-Makerere-Kampala-Gyroscope Uncalibrated,007.AAAN.AAN.BC,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/gyroscopeuncalibrated.parquet
2024-Makerere-Kampala-Headset Plug,007.AAAN.AAN.AH,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/headsetplug.parquet
2024-Makerere-Kampala-Light,007.AAAN.AAN.AR,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Environment/light.parquet
2024-Makerere-Kampala-Location RD,007.AAAN.AAN.CD,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Position/location.parquet
2024-Makerere-Kampala-Magnetic Field,007.AAAN.AAN.BP,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Position/magneticfield.parquet
2024-Makerere-Kampala-Magnetic Field Uncalibrated,007.AAAN.AAN.BL,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Position/magneticfielduncalibrated.parquet
2024-Makerere-Kampala-Music,007.AAAN.AAN.AI,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/App-Usage/music.parquet
2024-Makerere-Kampala-Notification,007.AAAN.AAN.AJ,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/App-Usage/notification.parquet
2024-Makerere-Kampala-Orientation,007.AAAN.AAN.BQ,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Position/orientation.parquet
2024-Makerere-Kampala-Pressure,007.AAAN.AAN.AS,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Environment/pressure.parquet
2024-Makerere-Kampala-Proximity,007.AAAN.AAN.BR,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Position/proximity.parquet
2024-Makerere-Kampala-Questionnaire,007.AAAN.AAN.AA,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Synchronic-Interactions/survey.parquet
2024-Makerere-Kampala-Ring Mode,007.AAAN.AAN.BW,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/ringmode.parquet
2024-Makerere-Kampala-Rotation Vector,007.AAAN.AAN.BG,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/rotationvector.parquet
2024-Makerere-Kampala-Screen,007.AAAN.AAN.BX,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/screen.parquet
2024-Makerere-Kampala-Step Counter,007.AAAN.AAN.BH,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/stepcounter.parquet
2024-Makerere-Kampala-Step Detector,007.AAAN.AAN.BI,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Motion/stepdetector.parquet
2024-Makerere-Kampala-Time Diaries,007.AAAN.AAN.CG,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Diachronic-Interactions/timediary.parquet
2024-Makerere-Kampala-Touch,007.AAAN.AAN.BY,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Device-Usage/touch.parquet
2024-Makerere-Kampala-Wifi,007.AAAN.AAN.AN,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Connectivity/wifi.parquet
2024-Makerere-Kampala-Wifi Networks,007.AAAN.AAN.AO,/datascientia_repository/CREP/Collection/2024.03.18-2024.05.13_Mak/Location/Site_Kampala_UG/Sensors/Connectivity/wifinetworks.parquet
2024-SmartUnitn2OSM-Trento-Time Diaries,007.AAAP.AAA.CG,/datascientia_repository/CREP/Collection/2024.05.24-2024.08.24_SmartUnitn2OSM/Location/Site_Trento_IT/Diachronic-Interactions/timediaries_processed.parquet
2024-Test_Opera-Trento-Activities,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Motion/activities.parquet
2024-Test_Opera-Trento-Airplane Mode,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/airplanemode.parquet
2024-Test_Opera-Trento-Application,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/App-Usage/applications.parquet
2024-Test_Opera-Trento-Battery Charge,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/batterycharge.parquet
2024-Test_Opera-Trento-Battery Monitoring Log,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/batterylevel.parquet
2024-Test_Opera-Trento-Bluetooth,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Connectivity/bluetooth.parquet
2024-Test_Opera-Trento-Cellular Network,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Connectivity/cellularnetwork.parquet
2024-Test_Opera-Trento-Doze,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/doze.parquet
2024-Test_Opera-Trento-Headset Plug,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/headsetplug.parquet
2024-Test_Opera-Trento-Location RD,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Position/location.parquet
2024-Test_Opera-Trento-Music,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/App-Usage/music.parquet
2024-Test_Opera-Trento-Notification,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/App-Usage/notification.parquet
2024-Test_Opera-Trento-Ring Mode,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/ringmode.parquet
2024-Test_Opera-Trento-Screen,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/screen.parquet
2024-Test_Opera-Trento-Step Counter,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Motion/stepcounter.parquet
2024-Test_Opera-Trento-Step Detector,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Motion/stepdetector.parquet
2024-Test_Opera-Trento-Time Diaries,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Diachronic-Interactions/timediary.parquet
2024-Test_Opera-Trento-Touch,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Device-Usage/touch.parquet
2024-Test_Opera-Trento-Wifi,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Connectivity/wifi.parquet
2024-Test_Opera-Trento-Wifi Networks,Unknown,/datascientia_repository/CREP/Collection/2024.05.10-2024.06.01_Test_Opera/Location/Site_Trento_IT/Sensors/Connectivity/wifinetworks.parquet
